name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
The Song of Dann (Promise),History Of Kingdom: Pt. IV. Dann,KINGDOM,2022-03-31,208240,39,0.501,0.432,0.581,0,0.179,-4.871,0.031,155.687,3
ZOOM,ZOOM,Jessi,2022-04-13,174840,74,0.874,0.00942,0.6,0,0.126,-6.064,0.158,100.012,4
MAISON,[Apocalypse : Save us],Dreamcatcher,2022-04-12,185733,62,0.686,0.129,0.955,0,0.0782,-2.297,0.159,120.007,4
Cupid,DKZ 6th Single Album 'CHASE EPISODE 2. MAUM',DKZ,2022-04-12,193320,46,0.648,0.0547,0.76,0,0.355,-3.191,0.0441,145.08,4
DICE,DICE - The 2nd Mini Album,ONEW,2022-04-11,186906,50,0.756,0.0429,0.691,0,0.0851,-4.456,0.0382,106.056,4
Anthem of Teen Spirit,3rd EP Album Prelude of Anxiety Chapter 1. ‘21st Century Boys’,EPEX,2022-04-11,182680,48,0.631,0.0175,0.815,0,0.193,-2.764,0.0918,160.027,4
Yesterday,Yesterday,ChoA,2022-04-09,231090,22,0.483,0.523,0.353,0,0.0816,-7.839,0.108,84.785,4
Trouble,Trouble,Azer,2022-04-09,212869,20,0.662,0.0091,0.882,0,0.0524,-1.582,0.0435,115.032,4
Car Crash,Car Crash,eaJ,2022-04-08,187106,64,0.681,0.0063,0.679,0.000109,0.136,-6.699,0.0414,124.966,4
Hurdle,Grey Suit - The 2nd Mini Album,SUHO,2022-04-04,186066,48,0.679,0.00179,0.659,1.05e-06,0.262,-4.189,0.0569,113.061,4
X-Ray,ARCADE : V,GHOST9,2022-04-07,188693,35,0.739,0.0325,0.885,0,0.1,-2.698,0.0613,110.033,4
Viva La Vida - Korean Version,Viva La Vida,Hong Jin Young,2022-04-06,171413,29,0.578,0.174,0.95,3.67e-06,0.716,-1.224,0.0762,133.903,4
LOVE DIVE,LOVE DIVE,IVE,2022-04-05,177186,84,0.703,0.00379,0.709,5.43e-05,0.333,-4.169,0.0433,117.941,4
Still Life,Still Life,BIGBANG,2022-04-05,188369,66,0.68,0.443,0.584,0,0.0628,-4.457,0.034,118.06,4
Grey Suit,Grey Suit - The 2nd Mini Album,SUHO,2022-04-04,222893,50,0.436,0.586,0.482,9.83e-05,0.124,-5.271,0.0309,143.831,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Love in Bloom,Love in Bloom,ILY:1,2022-04-04,198013,42,0.657,0.0325,0.94,5.94e-05,0.29,-2.563,0.0409,111.953,4
Take You Down (Feat. Coogie),Take You Down,YUGYEOM,2022-03-31,207560,51,0.792,0.45,0.43,2e-06,0.214,-8.436,0.0689,150.005,4
Ascension,History Of Kingdom: Pt. IV. Dann,KINGDOM,2022-03-31,224173,42,0.316,0.144,0.834,0,0.128,-2.827,0.0612,172.071,4
Blow,MAGIC MAN,Jackson Wang,2022-09-09,163933,63,0.535,0.00437,0.586,0,0.0745,-8.256,0.107,124.853,4
EVERYBODY (feat. DJ Juice),YOUNI-BIRTH,YOUNITE,2022-04-20,231349,30,0.793,0.123,0.795,0,0.374,-3.761,0.237,100.046,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Parallel Universe,NEW WORLD,NINE.i,2022-03-30,208400,39,0.529,0.0184,0.832,0,0.0662,-3.955,0.0553,143.006,4
JAWS,INTERSECTION : BLAZE,BAE173,2022-03-30,208986,37,0.543,0.00812,0.944,0,0.796,-1.766,0.0661,159.893,4
Pinky Swear,Pinky Swear,CIX,2022-03-30,215464,32,0.637,0.0329,0.895,0,0.284,-3.179,0.0478,114.036,4
Detox,Detox,Feeldog,2022-03-29,164173,24,0.638,0.502,0.569,0,0.111,-6.667,0.0511,90.183,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mother,Mother,HEIZE,2022-03-29,176280,35,0.428,0.908,0.22,2.58e-06,0.113,-9.706,0.0325,138.099,4
memeM,memeM,PURPLE KISS,2022-03-29,172066,50,0.658,0.139,0.935,1.57e-06,0.0287,-1.458,0.129,150.008,4
Real Love,Real Love,OH MY GIRL,2022-03-28,201320,47,0.629,0.196,0.792,0,0.281,-3.223,0.111,109.845,4
Glitch Mode,Glitch Mode - The 2nd Album,NCT DREAM,2022-03-28,207053,67,0.634,0.0164,0.78,0,0.141,-2.323,0.0963,166.923,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Giddy Up,Novus Tempus,The Majors,2009-04-06,196852,0,0.863,0.0332,0.758,0,0.139,-5.242,0.0483,115.015,4
FREEZE,ODDINARY,Stray Kids,2022-03-18,178386,66,0.643,0.00674,0.868,0,0.0691,-2.715,0.146,159.874,4
WILDSIDE,Bloom,Red Velvet,2022-04-06,229520,59,0.559,0.0403,0.854,0,0.0836,-2.907,0.0879,144.997,4
Lonely St.,ODDINARY,Stray Kids,2022-03-18,164853,65,0.686,0.248,0.825,0,0.0761,-3.192,0.0582,90.053,4
Addiction,Addiction,D-CRUNCH,2022-03-25,203522,24,0.561,0.0628,0.9,0,0.0883,-2.801,0.211,176.004,4
O,SERIES 'O' [ROUND 0 : WHO],VERIVERY,2022-03-23,195893,38,0.627,0.202,0.917,0,0.178,-3.027,0.0754,140.014,4
PUO PUO,PUO PUO,MINIMANI,2022-03-23,170733,19,0.676,0.0419,0.896,0,0.129,-3.119,0.0463,140.042,4
Voltage,Voltage,ITZY,2022-03-23,221360,60,0.753,0.0428,0.893,0,0.108,-2.781,0.0694,107.003,4
VENOM,ODDINARY,Stray Kids,2022-03-18,194840,70,0.812,0.11,0.807,0,0.211,-3.354,0.339,136.979,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adrenaline,CRAVITY 1ST ALBUM PART 2 [LIBERTY : IN OUR COSMOS],CRAVITY,2022-03-22,194040,51,0.734,0.0238,0.929,0,0.107,-2.481,0.177,115.05,4
Feel My Rhythm,‘The ReVe Festival 2022 - Feel My Rhythm’,Red Velvet,2022-03-21,210253,76,0.412,0.0648,0.94,0,0.358,-2.171,0.215,157.964,4
Azalea,Fighting,Rolling Quartz,2022-02-08,221991,33,0.573,0.00657,0.826,0,0.304,-5.907,0.043,126.114,4
DAYDREAM,DAYDREAM,Highlight,2022-03-21,193880,48,0.621,0.207,0.764,0,0.175,-3.358,0.073,96.102,4
Tippy Toes,Tippy Toes,XG,2022-03-18,188213,63,0.913,0.0354,0.62,0.106,0.091,-6.674,0.0769,105.986,4
MANIAC,ODDINARY,Stray Kids,2022-03-18,182757,80,0.581,0.154,0.8,0,0.0697,-2.613,0.411,119.872,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Find Me,"It’s ME, It's WE",TEMPEST,2022-03-02,193333,40,0.689,0.0198,0.887,0,0.153,-3.162,0.145,99.873,4
Trigger,ZERO 2,CRAXY,2022-02-24,190893,29,0.635,0.126,0.921,0,0.114,-2.617,0.298,159.98,4
Dolphin Japanese ver.,Dolphin Japanese ver.,OH MY GIRL,2021-08-31,177826,34,0.858,0.163,0.674,0,0.108,-5.283,0.0777,114.044,4
HANA,DIMENSION,XIA,2022-03-16,198879,31,0.45,0.3,0.825,0,0.0812,-4.554,0.153,104.382,4
Too Bad,Love Pt.1 : First Love,WEi,2022-03-16,196560,44,0.705,0.0101,0.873,0,0.103,-3.161,0.0916,154.986,4
HONEY,容 : FACE,Solar,2022-03-16,167626,63,0.821,0.138,0.786,3.55e-06,0.0736,-1.839,0.0578,115.003,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WHO,REFUGE,MOONBIN&SANHA(ASTRO),2022-03-15,174013,54,0.677,0.137,0.532,0,0.0545,-4.305,0.292,170.056,4
TOMBOY,I NEVER DIE,(G)I-DLE,2022-03-14,174386,80,0.755,0.00988,0.87,0,0.0917,-2.414,0.0936,124.032,4
Thank You,THANK YOU,Brave Girls,2022-03-14,195413,46,0.65,0.00669,0.944,0,0.318,-2.117,0.0748,122.062,4
BORN TO LOVE YOU,BORN TO LOVE YOU,Kang Seung Yoon,2022-03-14,174452,55,0.438,0.464,0.56,0,0.353,-7.027,0.224,149.794,4
Berry Peri,Berry Peri,Berry,2022-02-14,224293,13,0.761,0.298,0.892,0,0.301,-2.206,0.0565,113.946,4
Dear Hope,Dear Hope,Rumble-G,2022-02-16,217973,4,0.768,0.514,0.596,0,0.11,-4.511,0.0355,95.003,4
GANADARA (Feat. IU),GANADARA,Jay Park,2022-03-11,203727,67,0.492,0.196,0.615,0,0.0772,-6.663,0.244,90.081,4
LIAR,LOVE ME LIKE,OMEGA X,2022-01-05,214093,33,0.598,0.146,0.69,1.25e-06,0.162,-4.289,0.0408,156.041,4
Do It Like This - English Version,Do It Like This (English Version),P1Harmony,2022-03-10,192106,45,0.837,0.0396,0.785,0,0.117,-3.748,0.108,95.046,4
Delight,Fighting,Rolling Quartz,2022-02-08,233958,32,0.563,0.00746,0.797,0.00108,0.495,-6.456,0.0346,105.959,4
The Little Name,The Little Name,ADORA,2022-03-07,189693,49,0.576,0.0154,0.837,0,0.24,-3.004,0.0592,149.966,4
Switch,3RD DESIRE [Reve],KIM WOO SEOK,2022-03-07,203733,41,0.725,0.118,0.828,0,0.068,-2.715,0.0822,119.952,4
Ven para,Play Game : AWAKE,Weeekly,2022-03-07,194693,49,0.73,0.00226,0.819,3.52e-05,0.0586,-2.845,0.0365,99.996,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Up,2,BANG YONGGUK,2022-03-02,171026,42,0.815,0.0731,0.513,9.96e-06,0.152,-6.17,0.137,131.995,4
Bad News,"It’s ME, It's WE",TEMPEST,2022-03-02,212906,51,0.648,0.00651,0.92,0,0.287,-2.774,0.109,149.975,4
Love In Space,Cherry Wish,Cherry Bullet,2022-03-02,216973,51,0.662,0.0523,0.942,7.2e-05,0.0937,-2.557,0.0816,155.998,4
SCIENTIST - Japanese ver.,#TWICE4 (Japanese ver.),TWICE,2022-03-16,196706,51,0.791,0.0459,0.866,0,0.137,-3.878,0.0597,112.975,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CHIQUITA,YELLOW PUNCH,Rocket Punch,2022-02-28,186328,45,0.694,0.0492,0.82,1.65e-05,0.12,-1.662,0.045,128.099,4
Infection,New Start,BLACK LEVEL,2022-02-26,198573,25,0.554,0.00663,0.837,0.00165,0.177,-4.667,0.043,157.053,4
Fade away,First Letter,Solji,2022-02-25,257920,27,0.493,0.747,0.362,0,0.153,-5.891,0.0385,135.288,4
LOOK,LOOK,N.O.M,2022-02-25,139771,18,0.854,0.00215,0.685,0.762,0.238,-6.979,0.0699,124.987,4
Sharp Objects,Sharp Objects,Sorn,2022-02-24,169520,56,0.532,0.00385,0.854,0,0.0443,-4.882,0.115,171.873,4
Dance with God,ZERO 2,CRAXY,2022-02-24,182202,27,0.814,0.0138,0.674,0.000108,0.269,-8.416,0.105,126.015,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GingaMingaYo (the strange world),the collective soul and unconscious: chapter one,Billlie,2022-02-23,215800,65,0.888,0.0323,0.901,0.00955,0.357,-4.023,0.079,121.997,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
O.O,AD MARE,NMIXX,2022-02-22,172936,75,0.39,0.0354,0.767,4.26e-06,0.0601,-3.918,0.293,200.263,4
The Song,Be Together,BTOB,2022-02-21,248133,49,0.529,0.162,0.646,0,0.363,-5.229,0.0702,135.881,4
RUN2U,YOUNG-LUV.COM,STAYC,2022-02-21,213426,72,0.722,0.000835,0.676,1.2e-05,0.321,-5.885,0.0829,129.943,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eye On You,Obsession,WONHO,2022-02-16,186186,50,0.807,0.0247,0.741,7.25e-05,0.111,-4.625,0.0824,116.987,4
Every Other,Dear Hope,Rumble-G,2022-02-16,190747,10,0.65,0.284,0.86,9.04e-06,0.207,-5.094,0.0876,104.959,4
JIKJIN,THE SECOND STEP : CHAPTER ONE,TREASURE,2022-02-15,184117,72,0.819,0.0367,0.55,0,0.0945,-6.57,0.0434,130.077,4
INVU,INVU - The 3rd Album,TAEYEON,2022-02-14,204973,72,0.599,0.0911,0.816,2.17e-06,0.0961,-3.412,0.0556,106.962,4
Dilemma,HORN,Apink,2022-02-14,209207,56,0.647,0.0438,0.845,0,0.108,-4.084,0.0618,130.04,4
Heart Rider,Heart Rider,Rocking doll,2022-02-14,184920,22,0.761,0.151,0.755,0,0.0848,-3.264,0.0341,121.974,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BOP BOP!,The 1st Mini Album 'Beam Of Prism',VIVIZ,2022-02-09,219933,62,0.688,0.0697,0.831,0,0.13,-2.857,0.0962,126.118,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WINNER (feat. ASH ISLAND),LOVE & FIGHT,RAVI,2022-02-08,174906,29,0.573,0.079,0.94,0,0.246,-1.453,0.1,148.07,4
Good Night,Fighting,Rolling Quartz,2022-02-08,189735,34,0.416,0.00303,0.869,0.00193,0.136,-5.671,0.238,195.704,4
Voiceless,Pilmography,WONPIL,2022-02-07,227596,46,0.671,0.53,0.443,0,0.0897,-5.404,0.0279,129.885,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pity Party,Pity Party,JAMIE,2022-02-03,190680,54,0.73,0.0933,0.792,3.05e-06,0.418,-4.321,0.0411,124.988,4
Beautiful (Part.3),B-Side,Wanna One,2022-01-27,234533,49,0.56,0.138,0.693,0,0.267,-4.172,0.0317,87.908,4
Mother Nature (H₂O),Mother Nature (H₂O),IU,2022-01-27,232586,49,0.337,0.865,0.268,0,0.0832,-8.838,0.0305,91.434,4
SUNSET WITH YOU,LOVE.,Def.,2022-01-26,203269,54,0.713,0.532,0.387,3.69e-05,0.199,-8.404,0.0502,131.987,3
A WOO!!,A WOO!!,Golden Child,2022-01-25,223040,33,0.715,0.128,0.741,0,0.113,-5.551,0.0551,102.022,4
Love Story,Love Story (4 Season Project 季) - The 4th Mini Album,KYUHYUN,2022-01-25,263946,40,0.528,0.451,0.495,0,0.242,-5.048,0.0266,131.9,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Feelin' Like,IN:VITE U,PENTAGON,2022-01-24,167213,56,0.868,0.0504,0.682,0,0.0665,-4.887,0.353,111.973,4
RICA RICA,NATURE Special Album RICA RICA,NATURE,2022-01-24,206840,42,0.675,0.00784,0.939,0.00122,0.269,-3.195,0.263,135.068,4
Hold me again,Hold me again,Sunny Hill,2022-01-20,200328,12,0.664,0.376,0.746,0,0.115,-2.272,0.0353,133.969,4
my life,my life,Mark Tuan,2022-01-21,174990,46,0.721,0.895,0.371,0,0.113,-12.637,0.0407,122.905,4
All eyes down (advance),Between Light and Darkness (Self n Ego),LUMINOUS,2022-01-20,202226,31,0.637,0.0766,0.833,0,0.255,-2.248,0.0923,150.075,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chronograph,Chronograph,VICTON,2022-01-18,180093,38,0.601,0.192,0.927,0,0.133,-2.82,0.2,115.004,4
Slow Mo,B,BamBam,2022-01-18,152666,64,0.61,0.0952,0.609,0.0143,0.0928,-4.444,0.0546,180.034,4
Play,[REC.],YUJU,2022-01-18,201680,53,0.703,0.0779,0.613,0,0.0935,-4.575,0.0324,98.035,4
Villain,DRIPPIN 3rd Mini Album [Villain],DRIPPIN,2022-01-17,181973,44,0.679,0.00525,0.871,0,0.127,-1.607,0.23,106.209,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SMILEY(Feat. BIBI),ˣ‿ˣ (SMiLEY),YENA,2022-01-17,173413,67,0.652,0.0963,0.91,1.25e-05,0.093,-3.444,0.134,155.967,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DM,Midnight Guest,fromis_9,2022-01-17,204293,66,0.649,0.0213,0.898,0,0.0576,-3.291,0.11,122.028,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
skinz,"Instinct, Pt. 2",OnlyOneOf,2022-01-14,203906,44,0.41,0.0741,0.964,0,0.38,-3.769,0.739,165.735,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Devil,Devil - The 2nd Mini Album,MAX CHANGMIN,2022-01-13,213960,46,0.506,0.191,0.607,0,0.258,-4.016,0.0587,74.898,3
Slow Dance,Slow Dance,KANGTA,2022-01-12,183626,31,0.737,0.629,0.459,0,0.101,-5.791,0.0368,95.967,4
Marvelous,Marvelous - MIRAE 3rd Mini Album,MIRAE,2022-01-12,189146,44,0.672,0.0997,0.792,0,0.0742,-2.795,0.0722,124.981,4
Layin' Low (feat. Jooyoung),Layin' Low (feat. Jooyoung),HYOLYN,2022-01-12,188146,53,0.628,0.0204,0.719,1.21e-06,0.171,-4.799,0.0671,126.126,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maniac,Devil - The 2nd Mini Album,MAX CHANGMIN,2022-01-13,195960,36,0.57,0.0866,0.96,0,0.287,-0.502,0.0392,147.075,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Blessed-Cursed,DIMENSION : ANSWER,ENHYPEN,2022-01-10,170805,71,0.604,0.0925,0.886,0,0.596,-3.523,0.061,127.098,4
DEADLINE,DEADLINE,ZELO,2022-01-09,178184,25,0.702,0.237,0.75,0,0.388,-3.08,0.0356,120.141,4
Fever,Devil - The 2nd Mini Album,MAX CHANGMIN,2022-01-13,246826,38,0.655,0.184,0.863,2.07e-06,0.15,-2.197,0.0482,127.827,4
Lost On Me,There And Back Again,Eric Nam,2022-01-07,174386,56,0.752,0.45,0.537,0.000158,0.111,-6.273,0.0505,147.02,4
Find you,Rewind,Bz-Boys,2022-01-07,192800,26,0.672,0.221,0.851,0,0.34,-3.192,0.1,113.016,4
TATTOO,TATTOO,AleXa,2022-01-06,210520,50,0.717,0.715,0.675,0,0.154,-5.041,0.175,83.025,4
ATHLETIC GIRL,ATHLETIC GIRL,H1-KEY,2022-01-05,212613,42,0.742,0.00177,0.771,0,0.0996,-2.879,0.0384,109.923,4
LOVE ME LIKE,LOVE ME LIKE,OMEGA X,2022-01-05,174386,57,0.711,0.0338,0.835,5.65e-06,0.329,-2.204,0.0472,97.959,4
TNT (Truth&Trust),BLUE SET Chapter 1. TRACKS,TRENDZ,2022-01-05,199240,35,0.596,0.211,0.874,0,0.234,-1.643,0.247,179.883,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Universe_,Planet Nine : VOYAGER,ONEWE,2022-01-04,216306,43,0.403,0.312,0.589,0,0.106,-4.895,0.0367,139.211,4
BOBBIN,BOBBIN,BLITZERS,2022-01-03,188226,32,0.669,0.00532,0.827,0,0.0923,-3.953,0.0759,99.991,4
Ruby,Ruby,WOOZI,2022-01-04,163733,60,0.453,0.0311,0.884,0,0.334,-5.042,0.0896,145.023,4
Do It Like This,DISHARMONY : FIND OUT,P1Harmony,2022-01-03,192093,62,0.838,0.0456,0.838,0,0.0887,-3.308,0.0897,95.019,4
Crazy About You,Novella,UP10TION,2022-01-03,252293,33,0.539,0.099,0.796,0,0.0879,-4.466,0.0524,147.967,4
Let Me Drown,Let Me Drown,Hyunjun Hur,2022-01-03,195148,39,0.703,0.0646,0.493,0,0.0844,-9.025,0.0268,99.964,4
WA DA DA,FIRST IMPACT,Kep1er,2022-01-03,183693,72,0.785,0.00122,0.907,3.11e-06,0.213,-2.657,0.0938,126.004,4
#LoveSTAY,SKZ-REPLAY,Stray Kids,2022-12-21,197480,66,0.425,0.294,0.613,0,0.109,-7.197,0.0578,159.64,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PINK,PINK,GIANT PINK,2021-12-29,171733,22,0.757,0.111,0.859,0,0.381,-2.808,0.273,148.077,4
Shark,Shark,OH MY GIRL,2021-12-23,203400,37,0.894,0.106,0.83,3.54e-06,0.0328,-4.036,0.0976,115.021,4
Anymore,XOXO,JEON SOMI,2021-10-29,197701,60,0.731,0.0154,0.549,9.12e-06,0.0825,-6.749,0.0329,137.915,4
Placebo,SKZ2021,Stray Kids,2021-12-23,234660,54,0.798,0.0359,0.809,0,0.0814,-4.154,0.0991,100.024,4
A-Ha,A-Ha,HYOLYN,2021-12-22,186586,33,0.682,0.202,0.845,0,0.413,-2.59,0.0398,126.025,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rocking Doll,Rocking Doll,Rocking doll,2021-12-19,175727,25,0.752,0.398,0.801,0,0.337,-1.941,0.118,122.19,4
My My,My My,PURPLE KISS,2021-12-18,208226,39,0.566,0.113,0.895,0,0.284,-3.976,0.121,180.098,4
The Bha Bha Song - We Baby Bears Theme,The Bha Bha Song (We Baby Bears Theme),TRI.BE,2021-12-16,165160,35,0.668,0.0164,0.847,0.517,0.283,-8.555,0.0318,126.958,4
Beautiful,Universe - The 3rd Album,NCT,2021-12-14,261186,48,0.652,0.429,0.916,0,0.124,-1.511,0.034,127.97,4
snowy night,the collective soul and unconscious: snowy night,Billlie,2021-12-14,213042,51,0.621,0.213,0.812,0,0.194,-3.905,0.0367,99.971,4
Fantabulous,Fantabulous,MINZY,2021-12-12,200680,26,0.678,0.0296,0.903,0,0.342,-1.665,0.059,144.042,4
Unthinkable,LOCK UP,FTISLAND,2021-12-10,187106,40,0.515,0.419,0.62,0,0.117,-4.107,0.041,143.662,4
Universe (Let's Play Ball),Universe (Let's Play Ball),NCT U,2021-12-10,231466,49,0.587,0.0524,0.895,0,0.0402,-1.591,0.139,179.975,4
The Real - Heung Version,ZERO : FEVER EPILOGUE,ATEEZ,2021-12-10,210051,61,0.634,0.0397,0.869,7.07e-06,0.153,-4.987,0.0352,104.945,4
You Problem,The Dreaming,Monsta X,2021-12-10,199209,52,0.833,0.0148,0.714,0,0.195,-4.951,0.0786,109.997,4
Beautiful Night,Go High,Hi-L,2021-08-11,217400,23,0.642,0.126,0.85,0,0.444,-3.52,0.0317,122.041,4
TANG!♡,"""TO INFINITY.""",MINO,2021-12-07,178186,47,0.709,0.14,0.701,0,0.064,-5.027,0.11,167.769,4
Happy Death Day,Happy Death Day,Xdinary Heroes,2021-12-06,220396,64,0.677,0.0243,0.841,0,0.16,-2.97,0.0813,130.024,4
24 to 25,Christmas EveL,Stray Kids,2021-11-29,216773,62,0.681,0.533,0.455,0,0.0896,-4.967,0.0288,92.01,4
Starry Night (prod. dress),Starry Night (prod. dress),WEi,2021-10-01,187434,30,0.612,0.116,0.76,0,0.105,-6.358,0.283,119.909,4
Pick Me Up,Pick Me Up,KIARA,2021-12-05,196773,29,0.743,0.191,0.775,0,0.0531,-4.157,0.138,91.94,4
Human,Human,MAX CHANGMIN,2021-12-08,202173,35,0.528,0.199,0.514,1.71e-06,0.112,-7.339,0.146,169.797,4
Doughnut,Doughnut,TWICE,2021-12-03,263680,70,0.693,0.233,0.586,0,0.145,-6.098,0.0315,82.039,4
Turbulence,ZERO : FEVER EPILOGUE,ATEEZ,2021-12-10,199586,62,0.462,0.107,0.826,0,0.179,-5.584,0.0718,169.98,4
Goosebumps,6TH MINI ALBUM [Goosebumps],ONF,2021-12-03,185453,36,0.768,0.0177,0.832,0,0.122,-6.125,0.0531,115.027,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ELEVEN,ELEVEN,IVE,2021-12-01,178453,79,0.828,0.0617,0.731,0,0.048,-3.033,0.111,119.978,4
Pirate,Return of The Girl,EVERGLOW,2021-12-01,210013,65,0.683,0.00195,0.685,0,0.0582,-5.381,0.0425,129.993,4
LOCO - English Ver.,CRAZY IN LOVE,ITZY,2021-09-24,191462,57,0.736,0.00781,0.867,1.63e-05,0.351,-3.051,0.216,101.957,4
Peaches,Peaches - The 2nd Mini Album,KAI,2021-11-30,198080,65,0.633,0.348,0.775,0,0.612,-3.747,0.0413,134.093,4
Boyfriend,cignature 2nd EP Album 'Dear Diary Moment',cignature,2021-11-30,198653,41,0.67,0.373,0.759,0,0.187,-4.818,0.0665,150.155,4
Winter Falls,Christmas EveL,Stray Kids,2021-11-29,235386,65,0.67,0.07,0.736,0,0.091,-4.811,0.105,97.974,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Christmas EveL,Christmas EveL,Stray Kids,2021-11-29,178529,73,0.878,0.0437,0.777,0,0.401,-3.702,0.163,139.989,4
Bulletproof,Bulletproof,NADA,2021-11-29,194266,25,0.771,0.0768,0.945,0,0.0612,-1.303,0.0864,102.998,4
Control,NOW : Who we are facing,GHOST9,2021-11-25,193853,36,0.661,0.0173,0.791,0,0.39,-3.09,0.0728,140.068,4
Designer,Designer,HEEO,2021-11-25,199552,14,0.66,0.105,0.873,0,0.0507,-4.465,0.0627,119.981,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CHERRY -Japanese ver.-,CHERRY -Japanese ver.-,AB6IX,2021-11-17,213520,10,0.806,0.144,0.915,0,0.123,-4.775,0.182,114.994,4
Eclipse,Alter Ego,ORβIT,2021-11-23,194253,32,0.594,0.0298,0.858,0,0.193,-2.986,0.0955,151.882,4
FLASHBACK,MR. BIG : FLASHBACK,B.I.G,2021-11-23,176853,20,0.714,0.194,0.833,0,0.32,-4.436,0.113,115.998,4
RACE,RACE,BANG YONGGUK,2021-11-23,201066,34,0.506,0.00421,0.933,0,0.12,-4.677,0.114,89.988,4
STAR,STAR,ONEWE,2021-11-23,249173,43,0.37,0.0916,0.792,0,0.0332,-4.713,0.0425,154.77,4
Trauma,RUMINATION,SF9,2021-11-22,201880,48,0.805,0.0294,0.815,0,0.0701,-3.6,0.248,111.046,4
Siesta,I AM ME.,Weki Meki,2021-11-18,234893,49,0.751,0.106,0.798,0,0.142,-3.334,0.0415,119.951,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stardust,YOUNHA 6th Album 'END THEORY',Younha,2021-11-16,230320,44,0.501,0.474,0.499,9.14e-06,0.143,-5.073,0.0322,129.665,4
Bad Influence,Bad Influence,Bernard Park,2021-11-15,160426,41,0.592,0.734,0.402,0,0.0907,-7.337,0.0644,138.352,4
TIKI TAKA,Re:T-ARA,T-ARA,2021-11-15,196866,41,0.693,0.0957,0.856,0,0.33,-4.212,0.151,117.125,4
Try,JUST BEAT,JUST B,2021-10-27,201293,33,0.639,0.107,0.916,0,0.272,-3.361,0.146,96.078,4
SCIENTIST,Formula of Love: O+T=<3,TWICE,2021-11-12,194600,71,0.786,0.0487,0.858,0,0.126,-3.74,0.0675,112.999,4
COSMOS,COSMOS,B.I,2021-11-11,217813,52,0.681,0.0157,0.702,0,0.296,-5.214,0.0609,121.923,4
BARCODE,BARCODE,lilli lilli,2021-11-11,216771,31,0.752,0.116,0.896,0,0.0913,-3.698,0.0358,130.995,4
freakin’ flower,When you love someone (Worn Ver.),SOHLHEE,2021-11-11,200506,18,0.801,0.106,0.645,2.46e-06,0.379,-5.227,0.162,99.966,4
FRESH,FRESH,ICHILLIN',2021-11-11,207626,27,0.77,0.0318,0.941,1.57e-06,0.23,-2.748,0.1,124.005,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
